MultiConstructor_26_vul_5-2-1.sol;9;
MultiConstructor_26_vul_5-2-1.sol;12;function initializeWithName(string memory _name, uint  _initialValue) public    {
AssetTransfer_530_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_87_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_54_vul_5-2-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_112_vul_7-3-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_32_vul_7-3-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_364_vul_7-3-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_76_vul_7-3-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_143_vul_8-1-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_275_vul_8-1-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_294_vul_8-1-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_313_vul_8-1-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_535_vul_8-1-2.sol;1;pragma solidity >=0.5.0 ;
Ballot_200_vul_1-3-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_290_vul_1-3-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_68_vul_5-2-1.sol;1;pragma solidity ^0.7.0 ;
Ballot_126_vul_5-4-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_134_vul_5-4-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_158_vul_5-4-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_221_vul_5-4-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_228_vul_5-4-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_80_vul_5-4-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_89_vul_5-4-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_98_vul_5-4-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_311_vul_5-6-1.sol;1;pragma solidity ^0.7.0 ;
Ballot_1_vul_5-8-2.sol;1;pragma solidity ^0.5.0 ;
Ballot_205_vul_7-3-1.sol;1;pragma solidity ^0.7.0 ;
Ballot_262_vul_7-3-1.sol;1;pragma solidity ^0.7.0 ;
Ballot_3_vul_7-3-1.sol;1;pragma solidity ^0.7.0 ;
Ballot_44_vul_7-3-1.sol;1;pragma solidity ^0.7.0 ;
Ballot_78_vul_8-1-1.sol;1;pragma solidity ^0.7.0 ;
Ballot_314_vul_8-1-2.sol;1;pragma solidity ^0.7.0 ;
BuildName_53_vul_5-4-2.sol;1;pragma solidity >=0.4.26 ;
BuildName_39_vul_5-6-1.sol;1;pragma solidity >=0.4.26 ;
BuildName_31_vul_5-7-3.sol;1;pragma solidity >=0.4.26 ;
BuildName_39_vul_5-7-3.sol;1;pragma solidity >=0.4.26 ;
BuildName_62_vul_5-7-3.sol;1;pragma solidity >=0.4.26 ;
BuildName_73_vul_5-7-3.sol;1;pragma solidity >=0.4.26 ;
BuildName_39_vul_5-13-1.sol;1;pragma solidity >=0.4.26 ;
BuildName_62_vul_5-13-1.sol;1;pragma solidity >=0.4.26 ;
BuildName_9_vul_7-3-1.sol;1;pragma solidity >=0.4.26 ;
BuildName_52_vul_8-1-1.sol;1;pragma solidity >=0.4.26 ;
BuildName_76_vul_8-1-2.sol;1;pragma solidity >=0.4.26 ;
CostlyLoop_18_vul_5-2-1.sol;1;pragma solidity 0.6.2 ;
CostlyLoop_25_vul_5-4-2.sol;1;pragma solidity 0.6.2 ;
CostlyLoop_41_vul_5-4-2.sol;1;pragma solidity 0.6.2 ;
CostlyLoop_1_vul_5-8-2.sol;1;pragma solidity 0.5.0 ;
CostlyLoop_31_vul_7-3-1.sol;1;pragma solidity 0.6.2 ;
CostlyLoop_4_vul_7-3-1.sol;1;pragma solidity 0.6.2 ;
CostlyLoop_7_vul_7-3-1.sol;1;pragma solidity 0.6.2 ;
CostlyLoop_24_vul_8-1-1.sol;1;pragma solidity 0.6.2 ;
CostlyLoop_40_vul_8-1-1.sol;1;pragma solidity 0.6.2 ;
CostlyLoop_81_vul_8-1-2.sol;1;pragma solidity 0.6.2 ;
Features_12_vul_5-4-2.sol;1;pragma solidity >=0.5.0 ;
Features_55_vul_5-6-1.sol;1;pragma solidity >=0.5.0 ;
Features_4_vul_7-3-1.sol;1;pragma solidity >=0.5.0 ;
ImprInVal_1_vul_5-8-2.sol;1;pragma solidity ^0.5.0 ;
ImprInVal_12_vul_6-2-1.sol;2;
LibSignatureValidation_216_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_225_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_22_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_241_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_335_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_138_vul_5-2-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_197_vul_5-2-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_216_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_225_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_22_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_241_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_335_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_343_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_386_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_394_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_413_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_441_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_498_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_525_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_550_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_577_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_637_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_671_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_697_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_733_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_163_vul_5-6-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_277_vul_5-6-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_288_vul_5-6-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_370_vul_5-6-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_400_vul_5-6-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_428_vul_5-6-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_457_vul_5-6-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_481_vul_5-6-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_508_vul_5-6-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_560_vul_5-6-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_602_vul_5-6-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_60_vul_5-6-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_643_vul_5-6-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_677_vul_5-6-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_163_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_262_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_277_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_288_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_319_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_370_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_400_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_428_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_457_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_481_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_508_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_533_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_560_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_585_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_602_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_60_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_620_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_643_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_677_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_715_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_746_vul_5-7-3.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_333_vul_7-1-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_105_vul_7-3-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_109_vul_7-3-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_111_vul_7-3-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_179_vul_7-3-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_271_vul_7-3-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_282_vul_7-3-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_323_vul_7-3-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_325_vul_7-3-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_374_vul_7-3-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_376_vul_7-3-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_512_vul_7-3-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_606_vul_7-3-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_608_vul_7-3-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_624_vul_7-3-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_647_vul_7-3-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_681_vul_7-3-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_223_vul_8-1-1.sol;1;pragma solidity ^0.4.25 ;
Migrations_14_vul_5-2-1.sol;4;address public owner;
Migrations_35_vul_5-7-3.sol;4;address public owner;
Migrations_55_vul_5-7-3.sol;4;address public owner;
Migrations_19_vul_8-1-1.sol;4;address public owner;
Migrations_58_vul_8-1-2.sol;4;address public owner;
MultiConstructor_26_vul_5-2-1.sol;12;function initializeWithName(string memory _name, uint  _initialValue) public    {
MultiConstructor_42_vul_5-4-2.sol;12;constructor(uint  _initialValue) public    {
MultiConstructor_50_vul_5-4-2.sol;12;constructor(uint  _initialValue) public    {
MultiConstructor_1_vul_5-8-2.sol;1;pragma solidity ^0.5.0 ;
MultiConstructor_30_vul_7-3-1.sol;12;constructor(uint  _initialValue) public    {
MultiConstructor_9_vul_7-3-1.sol;12;constructor(uint32  _initialValue) public    {
MultiConstructor_48_vul_8-1-1.sol;12;constructor(uint  _initialValue) public    {
MultiConstructor_64_vul_8-1-2.sol;12;constructor(uint  _initialValue) public    {
NoPublicToExternalNew_25_vul_5-2-1.sol;1;pragma solidity 0.5.16 ;
NoPublicToExternalNew_118_vul_5-4-2.sol;1;pragma solidity 0.5.16 ;
NoPublicToExternalNew_13_vul_5-4-2.sol;1;pragma solidity 0.5.16 ;
NoPublicToExternalNew_145_vul_5-4-2.sol;1;pragma solidity 0.5.16 ;
NoPublicToExternalNew_33_vul_5-4-2.sol;1;pragma solidity 0.5.16 ;
NoPublicToExternalNew_62_vul_5-4-2.sol;1;pragma solidity 0.5.16 ;
NoPublicToExternalNew_91_vul_5-4-2.sol;1;pragma solidity 0.5.16 ;
NoPublicToExternalNew_1_vul_5-8-2.sol;1;pragma solidity 0.5.0 ;
NoPublicToExternalNew_107_vul_7-3-1.sol;1;pragma solidity 0.5.16 ;
NoPublicToExternalNew_134_vul_7-3-1.sol;1;pragma solidity 0.5.16 ;
NoPublicToExternalNew_32_vul_8-1-1.sol;1;pragma solidity 0.5.16 ;
NoPublicToExternalNew_56_vul_8-1-1.sol;1;pragma solidity 0.5.16 ;
NoPublicToExternalNew_60_vul_8-1-1.sol;1;pragma solidity 0.5.16 ;
NoPublicToExternalNew_85_vul_8-1-1.sol;1;pragma solidity 0.5.16 ;
NoPublicToExternalNew_89_vul_8-1-1.sol;1;pragma solidity 0.5.16 ;
NoPublicToExternalNew_162_vul_8-1-2.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_218_vul_5-2-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_135_vul_5-4-2.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_178_vul_5-4-2.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_21_vul_5-4-2.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_58_vul_5-4-2.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_98_vul_5-4-2.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_103_vul_5-6-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_119_vul_5-6-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_146_vul_5-6-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_162_vul_5-6-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_185_vul_5-6-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_254_vul_5-6-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_266_vul_5-6-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_26_vul_5-6-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_42_vul_5-6-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_69_vul_5-6-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_1_vul_5-8-2.sol;1;pragma solidity 0.5.0 ;
NoUnderflow_56_vul_7-1-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_105_vul_7-3-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_107_vul_7-3-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_148_vul_7-3-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_150_vul_7-3-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_193_vul_7-3-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_201_vul_7-3-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_205_vul_7-3-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_222_vul_7-3-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_71_vul_7-3-1.sol;1;pragma solidity 0.5.16 ;
NoUnderflow_73_vul_7-3-1.sol;1;pragma solidity 0.5.16 ;
Proxy2_13_vul_5-2-1.sol;1;pragma solidity 0.5.16 ;
Proxy2_29_vul_5-4-2.sol;1;pragma solidity 0.5.16 ;
Proxy2_39_vul_5-6-1.sol;1;pragma solidity 0.5.16 ;
Proxy2_1_vul_5-8-2.sol;1;pragma solidity 0.5.0 ;
ProxySub_13_vul_5-2-1.sol;1;pragma solidity 0.5.16 ;
ProxySub_40_vul_5-4-2.sol;1;pragma solidity 0.5.16 ;
ProxySub_53_vul_5-6-1.sol;1;pragma solidity 0.5.16 ;
ProxySub_1_vul_5-8-2.sol;1;pragma solidity 0.5.0 ;
Relayer_21_vul_5-4-2.sol;1;pragma solidity 0.5.16 ;
Relayer_60_vul_5-4-2.sol;1;pragma solidity 0.5.16 ;
Relayer_47_vul_5-6-1.sol;1;pragma solidity 0.5.16 ;
Relayer_1_vul_5-8-2.sol;1;pragma solidity 0.5.0 ;
Relayer_52_vul_7-3-1.sol;1;pragma solidity 0.5.16 ;
Relayer_70_vul_8-1-2.sol;1;pragma solidity 0.5.16 ;
Storage_24_vul_5-6-1.sol;1;// SPDX-License-Identifier: MIT
Storage_1_vul_5-8-2.sol;1;pragma solidity >=0.5.0 ;
Storage_7_vul_7-3-1.sol;1;// SPDX-License-Identifier: MIT
WrongCallID_12_vul_5-2-1.sol;2;
WrongCallID_28_vul_5-6-1.sol;2;
WrongCallID_1_vul_5-8-2.sol;1;pragma solidity ^0.5.0 ;
WrongCallID_20_vul_8-1-1.sol;2;
WrongCallID_31_vul_8-1-2.sol;2;
deprecated_56_vul_5-4-2.sol;1;pragma solidity >=0.4.26 ;
deprecated_42_vul_5-6-1.sol;1;pragma solidity >=0.4.26 ;
deprecated_34_vul_5-7-3.sol;1;pragma solidity >=0.4.26 ;
deprecated_42_vul_5-7-3.sol;1;pragma solidity >=0.4.26 ;
deprecated_65_vul_5-7-3.sol;1;pragma solidity >=0.4.26 ;
deprecated_76_vul_5-7-3.sol;1;pragma solidity >=0.4.26 ;
deprecated_42_vul_5-13-1.sol;1;pragma solidity >=0.4.26 ;
deprecated_65_vul_5-13-1.sol;1;pragma solidity >=0.4.26 ;
deprecated_55_vul_8-1-1.sol;1;pragma solidity >=0.4.26 ;
deprecated_79_vul_8-1-2.sol;1;pragma solidity >=0.4.26 ;
doWhileContinue_15_vul_5-2-1.sol;1;pragma solidity 0.4.26 ;
doWhileContinue_22_vul_5-4-2.sol;1;pragma solidity 0.4.26 ;
doWhileContinue_40_vul_5-7-3.sol;1;pragma solidity 0.4.26 ;
doWhileContinue_90_vul_5-7-3.sol;1;pragma solidity 0.4.26 ;
doWhileContinue_48_vul_7-3-1.sol;1;pragma solidity 0.4.26 ;
doWhileContinue_21_vul_8-1-1.sol;1;pragma solidity 0.4.26 ;
doWhileContinue_93_vul_8-1-2.sol;1;pragma solidity 0.4.26 ;
Abs_42_vul_5-6-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_139_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_183_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_235_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_290_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_309_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_334_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_335_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_357_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_358_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_375_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_430_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_490_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_491_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_529_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_530_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_87_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_54_vul_5-2-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_143_vul_8-1-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_275_vul_8-1-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_294_vul_8-1-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_313_vul_8-1-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_535_vul_8-1-2.sol;1;pragma solidity >=0.5.0 ;
Ballot_200_vul_1-3-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_290_vul_1-3-2.sol;1;pragma solidity ^0.7.0 ;
Abs_42_vul_5-6-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_139_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_183_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_235_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_290_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_309_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_334_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_335_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_357_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_358_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_375_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_430_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_490_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_491_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_529_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_530_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_87_vul_1-3-2.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_54_vul_5-2-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_112_vul_7-3-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_32_vul_7-3-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_364_vul_7-3-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_76_vul_7-3-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_143_vul_8-1-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_275_vul_8-1-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_294_vul_8-1-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_313_vul_8-1-1.sol;1;pragma solidity >=0.5.0 ;
AssetTransfer_535_vul_8-1-2.sol;1;pragma solidity >=0.5.0 ;
Ballot_200_vul_1-3-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_290_vul_1-3-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_68_vul_5-2-1.sol;1;pragma solidity ^0.7.0 ;
Ballot_126_vul_5-4-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_134_vul_5-4-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_158_vul_5-4-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_221_vul_5-4-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_228_vul_5-4-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_80_vul_5-4-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_89_vul_5-4-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_98_vul_5-4-2.sol;1;pragma solidity ^0.7.0 ;
Ballot_311_vul_5-6-1.sol;1;pragma solidity ^0.7.0 ;
Ballot_1_vul_5-8-2.sol;1;pragma solidity ^0.5.0 ;
Ballot_205_vul_7-3-1.sol;1;pragma solidity ^0.7.0 ;
Ballot_262_vul_7-3-1.sol;1;pragma solidity ^0.7.0 ;
Ballot_3_vul_7-3-1.sol;1;pragma solidity ^0.7.0 ;
Ballot_44_vul_7-3-1.sol;1;pragma solidity ^0.7.0 ;
Ballot_78_vul_8-1-1.sol;1;pragma solidity ^0.7.0 ;
Ballot_314_vul_8-1-2.sol;1;pragma solidity ^0.7.0 ;
BuildName_53_vul_5-4-2.sol;1;pragma solidity >=0.4.26 ;
BuildName_39_vul_5-6-1.sol;1;pragma solidity >=0.4.26 ;
BuildName_31_vul_5-7-3.sol;1;pragma solidity >=0.4.26 ;
BuildName_39_vul_5-7-3.sol;1;pragma solidity >=0.4.26 ;
BuildName_62_vul_5-7-3.sol;1;pragma solidity >=0.4.26 ;
BuildName_73_vul_5-7-3.sol;1;pragma solidity >=0.4.26 ;
BuildName_39_vul_5-13-1.sol;1;pragma solidity >=0.4.26 ;
BuildName_62_vul_5-13-1.sol;1;pragma solidity >=0.4.26 ;
BuildName_9_vul_7-3-1.sol;1;pragma solidity >=0.4.26 ;
BuildName_52_vul_8-1-1.sol;1;pragma solidity >=0.4.26 ;
BuildName_76_vul_8-1-2.sol;1;pragma solidity >=0.4.26 ;
CostlyLoop_18_vul_5-2-1.sol;1;pragma solidity 0.6.2 ;
CostlyLoop_25_vul_5-4-2.sol;1;pragma solidity 0.6.2 ;
CostlyLoop_41_vul_5-4-2.sol;1;pragma solidity 0.6.2 ;
CostlyLoop_1_vul_5-8-2.sol;1;pragma solidity 0.5.0 ;
CostlyLoop_31_vul_7-3-1.sol;1;pragma solidity 0.6.2 ;
CostlyLoop_4_vul_7-3-1.sol;1;pragma solidity 0.6.2 ;
CostlyLoop_7_vul_7-3-1.sol;1;pragma solidity 0.6.2 ;
CostlyLoop_24_vul_8-1-1.sol;1;pragma solidity 0.6.2 ;
CostlyLoop_40_vul_8-1-1.sol;1;pragma solidity 0.6.2 ;
CostlyLoop_81_vul_8-1-2.sol;1;pragma solidity 0.6.2 ;
Features_12_vul_5-4-2.sol;1;pragma solidity >=0.5.0 ;
Features_55_vul_5-6-1.sol;1;pragma solidity >=0.5.0 ;
Features_4_vul_7-3-1.sol;1;pragma solidity >=0.5.0 ;
ImprInVal_1_vul_5-8-2.sol;1;pragma solidity ^0.5.0 ;
ImprInVal_12_vul_6-2-1.sol;2;
LibSignatureValidation_138_vul_5-2-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_197_vul_5-2-1.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_216_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_225_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_22_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_241_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_335_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_343_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_386_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_394_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_413_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_441_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_498_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_525_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_550_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_577_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_637_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
LibSignatureValidation_671_vul_5-4-2.sol;1;pragma solidity ^0.4.25 ;
